seed,sl_model,rr_multiple,composition,n_symbols,gate,n_gates,n_trades,trades_per_year,win_pct,sl_pct,expectancy_r,max_losing_streak,profit_factor
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,aoi_near_edge_atr>=0.25,1,1237,176.8,0.3864,0.6136,0.1593,14,1.26
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,bars_between_retest_and_break<=1,1,1180,168.7,0.3864,0.6136,0.1593,16,1.26
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_ny_open,7,no_gate,0,929,132.8,0.3864,0.6114,0.1622,12,1.265
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,2247,321.2,0.3863,0.6137,0.1589,16,1.259
ATR1,SL_ATR_1_0,2.0,top15_win,15,distance_to_next_htf_obstacle_atr>=0.25,1,2032,290.5,0.3863,0.6132,0.1594,14,1.26
ATR1,SL_ATR_1_0,2.0,top15_exp,15,distance_to_next_htf_obstacle_atr>=0.25,1,2032,290.5,0.3863,0.6132,0.1594,14,1.26
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,distance_to_next_htf_obstacle_atr>=0.25 & aoi_near_edge_atr>=0.25,2,875,125.1,0.3863,0.6137,0.1589,12,1.259
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,aoi_near_edge_atr>=0.25 & distance_to_next_htf_obstacle_atr>=0.25,2,875,125.1,0.3863,0.6137,0.1589,12,1.259
ATR1,SL_ATR_1_0,2.0,top21_win,21,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1978,282.8,0.3862,0.6132,0.1592,14,1.26
ATR1,SL_ATR_1_0,2.0,top21_exp,21,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1978,282.8,0.3862,0.6132,0.1592,14,1.26
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,distance_to_next_htf_obstacle_atr>=0.5 & break_close_location>=0.65,2,1098,157.0,0.3862,0.6138,0.1585,15,1.258
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,857,122.5,0.3862,0.6126,0.1597,21,1.261
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,2080,297.3,0.3861,0.6135,0.1586,17,1.258
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,1598,228.4,0.3861,0.6139,0.1583,18,1.258
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,trend_age_impulses>=5,1,1585,226.6,0.3861,0.6139,0.1584,14,1.258
ATR1,SL_ATR_1_0,2.0,top12_win,12,bars_between_retest_and_break<=2 & distance_from_last_impulse_atr>=0.5,2,1194,170.7,0.3861,0.6139,0.1583,11,1.258
ATR1,SL_ATR_1_0,2.0,top12_exp,12,bars_between_retest_and_break<=2 & distance_from_last_impulse_atr>=0.5,2,1194,170.7,0.3861,0.6139,0.1583,11,1.258
ATR1,SL_ATR_1_0,2.0,top20_win,20,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,1935,276.6,0.386,0.614,0.1581,16,1.258
ATR1,SL_ATR_1_0,2.0,top20_exp,20,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,1935,276.6,0.386,0.614,0.1581,16,1.258
ATR1,SL_ATR_1_0,2.0,top15_win,15,trend_age_impulses>=3,1,2690,384.5,0.3859,0.6138,0.1579,17,1.257
ATR1,SL_ATR_1_0,2.0,top15_exp,15,trend_age_impulses>=3,1,2690,384.5,0.3859,0.6138,0.1579,17,1.257
ATR1,SL_ATR_1_0,2.0,top21_win,21,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,2353,336.4,0.3859,0.6137,0.158,16,1.257
ATR1,SL_ATR_1_0,2.0,top21_exp,21,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,2353,336.4,0.3859,0.6137,0.158,16,1.257
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,793,113.4,0.3859,0.6129,0.1587,12,1.259
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,max_retest_penetration_atr<=1.25,1,1685,240.9,0.3858,0.6142,0.1573,16,1.256
ATR1,SL_ATR_1_0,2.0,top15_win_2ndwin,15,distance_to_next_htf_obstacle_atr>=0.5 & break_close_location>=0.65,2,1322,189.0,0.3858,0.6135,0.1587,15,1.259
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,distance_from_last_impulse_atr>=1.0,1,1125,160.8,0.3858,0.6142,0.1573,15,1.256
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,distance_to_next_htf_obstacle_atr>=0.75,1,941,134.5,0.3858,0.6142,0.1573,11,1.256
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,aoi_near_edge_atr>=0.25,1,1006,143.8,0.3857,0.6143,0.1571,13,1.256
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,bars_between_retest_and_break<=3,1,949,135.7,0.3857,0.6133,0.1579,13,1.257
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,897,128.2,0.3857,0.6143,0.1572,15,1.256
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,trend_age_impulses>=5,1,1953,279.2,0.3856,0.6144,0.1567,13,1.255
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,max_retest_penetration_atr<=1.0,1,1650,235.9,0.3855,0.6145,0.1564,14,1.254
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,htf_range_size_mid_atr>=10 & distance_to_next_htf_obstacle_atr>=0.25,2,825,117.9,0.3855,0.6133,0.1574,13,1.257
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,distance_to_next_htf_obstacle_atr>=0.5 & break_close_location>=0.65,2,812,116.1,0.3855,0.6145,0.1564,12,1.255
ATR1,SL_ATR_1_0,2.0,top15_win,15,max_retest_penetration_atr<=1.5,1,2530,361.7,0.3854,0.6142,0.1565,16,1.255
ATR1,SL_ATR_1_0,2.0,top15_exp,15,max_retest_penetration_atr<=1.5,1,2530,361.7,0.3854,0.6142,0.1565,16,1.255
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,htf_range_size_mid_atr>=10,1,1165,166.5,0.3854,0.6137,0.157,24,1.256
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,distance_to_next_htf_obstacle_atr>=0.25 & distance_from_last_impulse_atr>=0.5,2,1147,164.0,0.3854,0.6146,0.1561,16,1.254
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,distance_from_last_impulse_atr>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1147,164.0,0.3854,0.6146,0.1561,16,1.254
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,trend_age_impulses>=3,1,1993,284.9,0.3853,0.6147,0.156,19,1.254
ATR1,SL_ATR_1_0,2.0,top15_win,15,signal_candle_opposite_extreme_atr>=0.25,1,2762,394.8,0.3852,0.6144,0.156,18,1.254
ATR1,SL_ATR_1_0,2.0,top15_exp,15,signal_candle_opposite_extreme_atr>=0.25,1,2762,394.8,0.3852,0.6144,0.156,18,1.254
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,signal_candle_opposite_extreme_atr>=0.5,1,2077,296.9,0.3852,0.6148,0.1555,20,1.253
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,break_close_location>=0.5,1,1877,268.3,0.3852,0.6148,0.1556,19,1.253
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,break_close_location>=0.65,1,1298,185.6,0.3852,0.6148,0.1556,15,1.253
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_ny_open,7,signal_candle_opposite_extreme_atr>=0.25,1,919,131.4,0.3852,0.6126,0.1585,13,1.259
ATR1,SL_ATR_1_0,2.0,top15_win,15,no_gate,0,2823,403.6,0.3851,0.6146,0.1555,18,1.253
ATR1,SL_ATR_1_0,2.0,top15_exp,15,no_gate,0,2823,403.6,0.3851,0.6146,0.1555,18,1.253
ATR1,SL_ATR_1_0,2.0,top15_win,15,aoi_near_edge_atr>=0.25,1,1597,228.3,0.3851,0.6149,0.1553,20,1.253
ATR1,SL_ATR_1_0,2.0,top15_exp,15,aoi_near_edge_atr>=0.25,1,1597,228.3,0.3851,0.6149,0.1553,20,1.253
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1384,197.8,0.3851,0.6149,0.1553,16,1.253
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,1218,174.1,0.3851,0.6149,0.1552,15,1.252
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,966,138.1,0.3851,0.6149,0.1553,16,1.253
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,htf_range_size_mid_atr>=15,1,940,134.4,0.3851,0.6149,0.1553,14,1.253
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,htf_range_size_mid_atr>=10,1,2070,295.9,0.385,0.615,0.1551,20,1.252
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,1522,217.6,0.385,0.615,0.1551,12,1.252
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,bars_between_retest_and_break<=2 & aoi_near_edge_atr>=0.25,2,1130,161.5,0.385,0.615,0.1549,14,1.252
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,aoi_near_edge_atr>=0.5 & bars_between_retest_and_break<=3,2,774,110.6,0.385,0.615,0.155,10,1.252
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,2063,294.9,0.3849,0.6151,0.1546,17,1.251
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,distance_to_next_htf_obstacle_atr>=0.25 & max_retest_penetration_atr<=1.25,2,1281,183.1,0.3849,0.6151,0.1546,13,1.251
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,break_close_location>=0.65,1,2742,392.0,0.3848,0.6149,0.1546,15,1.251
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,break_close_location>=0.65,1,829,118.5,0.3848,0.614,0.1554,14,1.253
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,1817,259.7,0.3847,0.6153,0.1541,15,1.25
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,signal_candle_opposite_extreme_atr>=0.5,1,980,140.1,0.3847,0.6153,0.1541,20,1.25
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,bars_between_retest_and_break<=1,1,798,114.1,0.3847,0.614,0.1552,18,1.253
ATR1,SL_ATR_1_0,2.0,top21_win,21,break_close_location>=0.65,1,2852,407.7,0.3846,0.615,0.1542,15,1.251
ATR1,SL_ATR_1_0,2.0,top21_exp,21,break_close_location>=0.65,1,2852,407.7,0.3846,0.615,0.1542,15,1.251
ATR1,SL_ATR_1_0,2.0,top20_win,20,aoi_far_edge_atr>=1.5,1,2475,353.8,0.3846,0.6154,0.1539,15,1.25
ATR1,SL_ATR_1_0,2.0,top20_exp,20,aoi_far_edge_atr>=1.5,1,2475,353.8,0.3846,0.6154,0.1539,15,1.25
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,bars_between_retest_and_break<=3,1,2054,293.6,0.3846,0.6154,0.1538,21,1.25
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,break_close_location>=0.75,1,2010,287.3,0.3846,0.6149,0.1542,14,1.251
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,max_retest_penetration_atr<=1.5,1,1880,268.8,0.3846,0.6154,0.1537,17,1.25
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,1612,230.4,0.3846,0.6154,0.1538,16,1.25
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,aoi_far_edge_atr>=1.5,1,1547,221.2,0.3846,0.6154,0.1538,13,1.25
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,trend_age_impulses>=3,1,1118,159.8,0.3846,0.6145,0.1546,24,1.252
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,1303,186.3,0.3845,0.6155,0.1535,15,1.249
ATR1,SL_ATR_1_0,2.0,top10_win,10,distance_to_next_htf_obstacle_atr>=0.25 & distance_from_last_impulse_atr>=0.5,2,1035,148.0,0.3845,0.6155,0.1536,14,1.25
ATR1,SL_ATR_1_0,2.0,top10_win,10,distance_from_last_impulse_atr>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1035,148.0,0.3845,0.6155,0.1536,14,1.25
ATR1,SL_ATR_1_0,2.0,top10_exp,10,distance_to_next_htf_obstacle_atr>=0.25 & distance_from_last_impulse_atr>=0.5,2,1035,148.0,0.3845,0.6155,0.1536,14,1.25
ATR1,SL_ATR_1_0,2.0,top10_exp,10,distance_from_last_impulse_atr>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1035,148.0,0.3845,0.6155,0.1536,14,1.25
ATR1,SL_ATR_1_0,2.0,top10_win,10,distance_from_last_impulse_atr>=0.5,1,1306,186.7,0.3844,0.6156,0.1531,12,1.249
ATR1,SL_ATR_1_0,2.0,top10_exp,10,distance_from_last_impulse_atr>=0.5,1,1306,186.7,0.3844,0.6156,0.1531,12,1.249
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,861,123.1,0.3844,0.6144,0.1543,12,1.251
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,break_close_location>=0.7,1,731,104.5,0.3844,0.6142,0.1544,12,1.251
ATR1,SL_ATR_1_0,2.0,top20_win,20,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,2740,391.7,0.3843,0.6153,0.1532,19,1.249
ATR1,SL_ATR_1_0,2.0,top20_exp,20,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,2740,391.7,0.3843,0.6153,0.1532,19,1.249
ATR1,SL_ATR_1_0,2.0,top20_win,20,break_close_location>=0.7,1,2360,337.4,0.3843,0.6153,0.1533,15,1.249
ATR1,SL_ATR_1_0,2.0,top20_exp,20,break_close_location>=0.7,1,2360,337.4,0.3843,0.6153,0.1533,15,1.249
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,htf_range_size_mid_atr>=15,1,1996,285.3,0.3843,0.6157,0.1528,17,1.248
ATR1,SL_ATR_1_0,2.0,top20_win,20,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,1905,272.3,0.3843,0.6152,0.1532,16,1.249
ATR1,SL_ATR_1_0,2.0,top20_exp,20,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,1905,272.3,0.3843,0.6152,0.1532,16,1.249
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,bars_between_retest_and_break<=2 & max_retest_penetration_atr<=1.25,2,1728,247.0,0.3843,0.6157,0.1528,15,1.248
ATR1,SL_ATR_1_0,2.0,top21_win,21,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,2155,308.1,0.3842,0.6153,0.1531,15,1.249
ATR1,SL_ATR_1_0,2.0,top21_exp,21,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,2155,308.1,0.3842,0.6153,0.1531,15,1.249
ATR1,SL_ATR_1_0,2.0,top20_win,20,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,2017,288.3,0.3842,0.6158,0.1527,14,1.248
ATR1,SL_ATR_1_0,2.0,top20_exp,20,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,2017,288.3,0.3842,0.6158,0.1527,14,1.248
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,1265,180.8,0.3842,0.6158,0.1526,18,1.248
ATR1,SL_ATR_1_0,2.0,top21_win,21,aoi_far_edge_atr>=2.0,1,1010,144.4,0.3842,0.6158,0.1525,18,1.248
ATR1,SL_ATR_1_0,2.0,top21_exp,21,aoi_far_edge_atr>=2.0,1,1010,144.4,0.3842,0.6158,0.1525,18,1.248
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,aoi_far_edge_atr>=1.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1002,143.2,0.3842,0.6158,0.1527,14,1.248
ATR1,SL_ATR_1_0,2.0,top15_win,15,bars_between_retest_and_break<=4,1,2484,355.1,0.3841,0.6155,0.1525,16,1.248
ATR1,SL_ATR_1_0,2.0,top15_exp,15,bars_between_retest_and_break<=4,1,2484,355.1,0.3841,0.6155,0.1525,16,1.248
ATR1,SL_ATR_1_0,2.0,top21_win,21,break_close_location>=0.75,1,2093,299.2,0.3841,0.6154,0.1528,14,1.248
ATR1,SL_ATR_1_0,2.0,top21_exp,21,break_close_location>=0.75,1,2093,299.2,0.3841,0.6154,0.1528,14,1.248
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,break_close_location>=0.5,1,2198,314.2,0.384,0.616,0.152,19,1.247
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,2130,304.5,0.384,0.616,0.1521,17,1.247
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,signal_candle_opposite_extreme_atr>=0.5,1,1802,257.6,0.384,0.616,0.1521,20,1.247
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,htf_range_size_mid_atr>=15,1,1422,203.3,0.384,0.616,0.1519,14,1.247
ATR1,SL_ATR_1_0,2.0,top12_win,12,aoi_near_edge_atr>=0.25,1,1284,183.6,0.384,0.616,0.1519,18,1.247
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,distance_to_next_htf_obstacle_atr>=0.5,1,1284,183.6,0.384,0.6153,0.1533,12,1.249
ATR1,SL_ATR_1_0,2.0,top12_exp,12,aoi_near_edge_atr>=0.25,1,1284,183.6,0.384,0.616,0.1519,18,1.247
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1052,150.4,0.384,0.616,0.1521,14,1.247
ATR1,SL_ATR_1_0,2.0,grp_gbp_pairs_per_sym,6,bars_between_retest_and_break<=1,1,763,109.1,0.384,0.616,0.152,10,1.247
ATR1,SL_ATR_1_0,2.0,top20_win,20,signal_candle_opposite_extreme_atr>=0.5,1,2972,424.9,0.3839,0.6161,0.1517,18,1.246
ATR1,SL_ATR_1_0,2.0,top20_exp,20,signal_candle_opposite_extreme_atr>=0.5,1,2972,424.9,0.3839,0.6161,0.1517,18,1.246
ATR1,SL_ATR_1_0,2.0,top20_win,20,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,2524,360.8,0.3839,0.6157,0.1521,16,1.247
ATR1,SL_ATR_1_0,2.0,top20_exp,20,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,2524,360.8,0.3839,0.6157,0.1521,16,1.247
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,aoi_far_edge_atr>=1.5,1,2011,287.5,0.3839,0.6161,0.1517,14,1.246
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1610,230.2,0.3839,0.6161,0.1516,16,1.246
ATR1,SL_ATR_1_0,2.0,top20_win_2ndwin,20,distance_to_next_htf_obstacle_atr>=0.5 & break_close_location>=0.65,2,1725,246.6,0.3838,0.6157,0.1524,13,1.247
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,aoi_far_edge_atr>=2.0,1,990,141.5,0.3838,0.6162,0.1515,18,1.246
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,1337,191.1,0.3837,0.6163,0.1511,16,1.245
ATR1,SL_ATR_1_0,2.0,top15_win,15,aoi_far_edge_atr>=1.0,1,2740,391.7,0.3836,0.6164,0.1507,18,1.245
ATR1,SL_ATR_1_0,2.0,top15_exp,15,aoi_far_edge_atr>=1.0,1,2740,391.7,0.3836,0.6164,0.1507,18,1.245
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,bars_between_retest_and_break<=2,1,2276,325.4,0.3836,0.6164,0.1507,16,1.244
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,1559,222.9,0.3836,0.6164,0.1507,17,1.245
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,signal_candle_opposite_extreme_atr>=0.25,1,1160,165.8,0.3836,0.6155,0.1516,23,1.246
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,aoi_far_edge_atr>=1.5,1,2532,362.0,0.3835,0.6165,0.1505,14,1.244
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,signal_candle_opposite_extreme_atr>=0.5,1,2443,349.2,0.3835,0.6165,0.1506,18,1.244
ATR1,SL_ATR_1_0,2.0,top15_win,15,distance_from_last_impulse_atr>=0.5,1,1914,273.6,0.3835,0.6165,0.1505,15,1.244
ATR1,SL_ATR_1_0,2.0,top15_exp,15,distance_from_last_impulse_atr>=0.5,1,1914,273.6,0.3835,0.6165,0.1505,15,1.244
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,bars_between_retest_and_break<=2 & distance_from_last_impulse_atr>=0.5,2,923,131.9,0.3835,0.6165,0.1506,14,1.244
ATR1,SL_ATR_1_0,2.0,top15_tpy,15,aoi_near_edge_atr>=0.5,1,923,131.9,0.3835,0.6165,0.1506,12,1.244
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,no_gate,0,2092,299.1,0.3834,0.6166,0.1501,20,1.243
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,max_retest_penetration_atr<=1.5,1,1007,144.0,0.3833,0.6157,0.1508,15,1.245
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_ny_open,7,aoi_far_edge_atr>=1.0,1,900,128.7,0.3833,0.6156,0.152,11,1.247
ATR1,SL_ATR_1_0,2.0,grp_usd_majors_per_sym,5,bars_between_retest_and_break<=4,1,861,123.1,0.3833,0.6167,0.1498,13,1.243
ATR1,SL_ATR_1_0,2.0,top20_win,20,aoi_far_edge_atr>=2.0,1,942,134.7,0.3832,0.6168,0.1497,17,1.243
ATR1,SL_ATR_1_0,2.0,top20_exp,20,aoi_far_edge_atr>=2.0,1,942,134.7,0.3832,0.6168,0.1497,17,1.243
ATR1,SL_ATR_1_0,2.0,top5_tpy,5,trend_age_impulses>=5,1,762,108.9,0.3832,0.6168,0.1496,12,1.243
ATR1,SL_ATR_1_0,2.0,grp_high_vol_per_sym,6,aoi_far_edge_atr>=1.5,1,715,102.2,0.3832,0.6168,0.1497,14,1.243
ATR1,SL_ATR_1_0,2.0,top20_win,20,break_close_location>=0.5,1,3310,473.2,0.3831,0.6166,0.1495,13,1.242
ATR1,SL_ATR_1_0,2.0,top20_exp,20,break_close_location>=0.5,1,3310,473.2,0.3831,0.6166,0.1495,13,1.242
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,signal_candle_opposite_extreme_atr>=0.35,1,1112,159.0,0.3831,0.616,0.1501,23,1.244
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,2572,367.7,0.383,0.6166,0.1492,18,1.242
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,1953,279.2,0.383,0.6165,0.1494,17,1.242
ATR1,SL_ATR_1_0,2.0,top12_win,12,htf_range_size_mid_atr>=20,1,1282,183.3,0.383,0.617,0.149,12,1.241
ATR1,SL_ATR_1_0,2.0,top12_exp,12,htf_range_size_mid_atr>=20,1,1282,183.3,0.383,0.617,0.149,12,1.241
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,bars_between_retest_and_break<=2 & aoi_near_edge_atr>=0.25,2,1034,147.8,0.383,0.6161,0.1507,17,1.245
ATR1,SL_ATR_1_0,2.0,top21_win,21,aoi_far_edge_atr>=1.5,1,2625,375.3,0.3829,0.6171,0.1486,15,1.241
ATR1,SL_ATR_1_0,2.0,top21_exp,21,aoi_far_edge_atr>=1.5,1,2625,375.3,0.3829,0.6171,0.1486,15,1.241
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,htf_range_size_mid_atr>=10,1,2416,345.4,0.3829,0.6171,0.1486,20,1.241
ATR1,SL_ATR_1_0,2.0,top10_tpy,10,bars_between_retest_and_break<=2 & distance_to_next_htf_obstacle_atr>=0.25,2,1277,182.6,0.3829,0.6171,0.1488,17,1.241
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,break_close_location>=0.75,1,1243,177.7,0.3829,0.6163,0.1495,10,1.243
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,no_gate,0,1183,169.1,0.3829,0.6162,0.1495,24,1.243
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_per_sym,7,break_close_location>=0.5,1,1063,152.0,0.3829,0.6162,0.1494,21,1.242
ATR1,SL_ATR_1_0,2.0,grp_jpy_pairs_ny_open,7,trend_age_impulses>=3,1,867,123.9,0.3829,0.6159,0.1498,13,1.243
ATR1,SL_ATR_1_0,2.0,top20_tpy,20,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,1905,272.3,0.3827,0.6173,0.148,16,1.24
ATR1,SL_ATR_1_0,2.0,top8_tpy,8,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,985,140.8,0.3827,0.6173,0.1482,12,1.24
ATR1,SL_ATR_1_0,2.0,top12_tpy,12,distance_to_next_htf_obstacle_atr>=0.5 & break_close_location>=0.65,2,925,132.2,0.3827,0.6173,0.1481,14,1.24
ATR1,SL_ATR_1_0,2.0,top5_tpy,5,break_close_location>=0.7,1,742,106.1,0.3827,0.6173,0.1482,14,1.24
ATR1,SL_ATR_1_0,2.0,top15_win,15,distance_to_next_htf_obstacle_atr>=0.25 & distance_from_last_impulse_atr>=0.5,2,1482,211.9,0.3826,0.6174,0.1478,16,1.239
ATR1,SL_ATR_1_0,2.0,top15_win,15,distance_from_last_impulse_atr>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1482,211.9,0.3826,0.6174,0.1478,16,1.239
ATR1,SL_ATR_1_0,2.0,top15_exp,15,distance_to_next_htf_obstacle_atr>=0.25 & distance_from_last_impulse_atr>=0.5,2,1482,211.9,0.3826,0.6174,0.1478,16,1.239
ATR1,SL_ATR_1_0,2.0,top15_exp,15,distance_from_last_impulse_atr>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,1482,211.9,0.3826,0.6174,0.1478,16,1.239
ATR1,SL_ATR_1_0,2.0,top10_win_2ndwin,10,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,1163,166.3,0.3826,0.6174,0.1479,16,1.24
